0,1
3.954222,52.021796
1.813195,50.988387
1.567687,50.892845
1.441366,50.849032
1.3,50.8
1.193894,50.765311
0.39288,50.503441
-0.343359,50.262748
-0.364394,50.255871
-0.545959,50.196513
-0.671539,50.155459
-1.3,49.95
-1.47977,49.895072
-1.665743,49.838248
-1.93365,49.75639
-1.992006,49.738559
-2.39189,49.616376
-3.197043,49.370363
-3.986163,49.129249
-4.030414,49.115729
-4.270518,49.042365
-5.06401,48.799916
-5.5,48.6667
-6.698867,47.340067
-7.987368,45.91425
-8.9315,44.8695
-10.063992,43.402334
-10.071968,43.392
-10.081664,43.379439
-10.091286,43.366973
-10.167909,43.146826
-10.289669,42.796988
-11.070622,40.553191
-11.120196,40.410757
-11.158374,40.301066
-11.664545,38.84676
-11.81009,38.428587
-12.057515,37.717697
-12.131862,37.504085
-12.262448,37.128892
-12.32612,36.945951
-12.493983,36.463656
-12.608538,36.134522
-12.761203,35.695892
-12.839781,35.470126
-13.114888,34.6797
-13.125687,34.648673
-13.32875,34.065242
-13.9051,32.4093
-15.172119,29.337503
-15.3,28.3
-16.6896,24.657
-18.0,21.0
-18.0,15.0
-17.0,11.0
-13.4277,5.5302
-10.0,-2e-05
-5.531121,-5.586708
-1.989182,-10.0146
-1.100476,-11.1256
-1.087497,-11.141825
0.000405,-12.501846
1.7833,-14.7307
3.542734,-16.929822
5.653262,-19.567777
7.89386,-22.368307
10.425227,-25.53227
12.499733,-28.1252
18.0,-35.0
22.0,-35.0
26.0,-34.5
30.517,-34.365
35.0115,-34.0662
36.390766,-33.923893
39.467,-33.6065
40.001483,-33.531655
42.877817,-33.128872
43.8681,-32.9902
47.907599,-32.27482
48.2019,-32.2227
50.000771,-31.837267
51.411778,-31.534939
52.4574,-31.3109
56.6265,-30.2623
57.364335,-30.049282
59.490784,-29.435362
59.850755,-29.331435
60.7033,-29.0853
61.107776,-28.953503
64.470897,-25.776417
65.2028,-25.085
70.0,-20.0
72.5927,-17.5444
74.999806,-15.170393
75.1163,-15.0555
77.5818,-12.5389
78.415232,-11.663869
80.0,-10.0
82.5332,-7.5169
84.9999,-5.057192
85.0379,-5.0193
87.5237,-2.512
88.903739,-1.112071
90.0,-3e-05
91.9932,3.3521
94.0,6.7
97.0,7.0
100.6,3.2
102.0,2.0
103.688545,1.133112
